StandardizedName	StrainName	Paper	SRA	Coverage	GeographicOrigin	EcoOrigin	Country	Continent	Comment	PositionOnTree	Clade	SuperClade	Ploidy	NbHetSNPs	Heterozygosity	Zygosity	Aneuploidy
CKS	malade_Berchid	Peter et al. 2018	ERR1309340	235.8	France	Human_clinical	France	Europe		1946.0	21. Mixed Origins 2	S2. Beer	4	50866.0	0.00542919	Heterozygous	aneu;-1*16;
CKT	malade_Fauot	Peter et al. 2018	ERR1309099	222.23	France	Human_clinical	France	Europe		610.0	6. West Europe Wine	S1. Wine	2	1373.0	0.00014655	Heterozygous	euploid
CKV	malade_Boisse	Peter et al. 2018	ERR1308827	231.63	France	Human_clinical	France	Europe		1430.0	13. French Dairy		2	18794.0	0.00200598	Heterozygous	euploid
CLA	malade_Moreau	Peter et al. 2018	ERR1309416	194.91	France	Human_clinical	France	Europe		1943.0	21. Mixed Origins 2	S2. Beer	4	52653.0	0.00561993	Heterozygous	aneu;-1*14;
CLB	sample_40	Peter et al. 2018	ERR1309234	263.99	Bordeaux_France	Tree	France	Europe		1446.0	14. Mediterranean Oak		2	96.0	1.02e-05	Homozygous	euploid
CLC	sample_50	Peter et al. 2018	ERR1308728	182.11	Bordeaux_France	Tree	France	Europe		1447.0	14. Mediterranean Oak		2	99.0	1.06e-05	Homozygous	aneu;+2*3;
CLD	sample_33	Peter et al. 2018	ERR1309022	223.97	Bordeaux_France	Flower	France	Europe		1445.0	14. Mediterranean Oak		2	92.0	9.820000000000001e-06	Homozygous	aneu;+2*3;
CLG	NCYC_2966	Peter et al. 2018	ERR1308729	267.95	Nottingham_UK	Human_clinical	United Kingdom	Europe		2173.0			2	31212.0	0.00333142	Heterozygous	euploid
CLH	NCYC_2743	Peter et al. 2018	ERR1308629	239.9	Spain	Wine	Spain	Europe		528.0	6. West Europe Wine	S1. Wine	2	16.0	1.71e-06	Homozygous	euploid
CLI	K5	Peter et al. 2018	ERR1309218	240.94	Japan	Sake	Japan	Asia		2466.0	29. Sake	S3. Asian Fermentation	2	2856.0	0.00030484	Heterozygous	euploid
CLK	K9	Peter et al. 2018	ERR1308902	275.29	Japan	Sake	Japan	Asia		2446.0	29. Sake	S3. Asian Fermentation	2	1231.0	0.00013139	Heterozygous	aneu;+1*9;
CLL	K10	Peter et al. 2018	ERR1309166	187.76	Japan	Sake	Japan	Asia		2451.0	29. Sake	S3. Asian Fermentation	2	1197.0	0.00012776	Heterozygous	euploid
CLM	K13	Peter et al. 2018	ERR1309148	277.48	Japan	Sake	Japan	Asia		2477.0	29. Sake	S3. Asian Fermentation	2	1764.0	0.00018828	Heterozygous	aneu;+1*3;
CLN	K14	Peter et al. 2018	ERR1309400	206.53	Japan	Sake	Japan	Asia		2479.0	29. Sake	S3. Asian Fermentation	2	669.0	7.14e-05	Heterozygous	euploid
CLP	K15	Peter et al. 2018	ERR1309178	220.25	Japan	Sake	Japan	Asia		2449.0	29. Sake	S3. Asian Fermentation	2	864.0	9.22e-05	Heterozygous	euploid
CLQ	UC5	Peter et al. 2018	ERR1308625	190.91	Japan	Sake	Japan	Asia		2468.0	29. Sake	S3. Asian Fermentation	1	45.0	4.8e-06	Homozygous	aneu;+1*1;
CLR	RIB1008	Peter et al. 2018	ERR1309030	206.28	Japan	Sake	Japan	Asia		2452.0	29. Sake	S3. Asian Fermentation	2	897.0	9.57e-05	Heterozygous	euploid
CLS	RIB1010	Peter et al. 2018	ERR1309034	196.84	Japan	Sake	Japan	Asia		2458.0	29. Sake	S3. Asian Fermentation	2	964.0	0.00010289	Heterozygous	euploid
CLT	RIB1011	Peter et al. 2018	ERR1309277	181.26	Japan	Sake	Japan	Asia		2459.0	29. Sake	S3. Asian Fermentation	2	1187.0	0.0001267	Heterozygous	aneu;+1*9;
CLV	RIB1012	Peter et al. 2018	ERR1308985	166.72	Japan	Sake	Japan	Asia		2447.0	29. Sake	S3. Asian Fermentation	2	1166.0	0.00012445	Heterozygous	aneu;+1*3;+1*9;
CMB	RIB1014	Peter et al. 2018	ERR1309253	177.45	Japan	Sake	Japan	Asia		2441.0	29. Sake	S3. Asian Fermentation	2	1023.0	0.00010919	Heterozygous	aneu;+1*11;
CMC	RIB1015	Peter et al. 2018	ERR1309021	133.9	Japan	Sake	Japan	Asia		2450.0	29. Sake	S3. Asian Fermentation	2	1363.0	0.00014548	Heterozygous	aneu;+1*14;
CMD	RIB1016	Peter et al. 2018	ERR1308734	148.08	Japan	Sake	Japan	Asia		2437.0	29. Sake	S3. Asian Fermentation	2	1531.0	0.00016341	Heterozygous	aneu;+1*3;+1*9;
CME	RIB1017	Peter et al. 2018	ERR1308619	187.93	Japan	Sake	Japan	Asia		2460.0	29. Sake	S3. Asian Fermentation	2	1184.0	0.00012637	Heterozygous	aneu;+1*9;
CMF	RIB6001	Peter et al. 2018	ERR1308700	156.53	Japan	Sake	Japan	Asia		2491.0	29. Sake	S3. Asian Fermentation	2	2342.0	0.00024997	Heterozygous	aneu;+1*3;
CMG	RIB6002	Peter et al. 2018	ERR1308850	193.56	Japan	Sake	Japan	Asia		2333.0			3	37586.0	0.00401175	Heterozygous	aneu;-1*1;+1*6;+1*8;
CMH	RIB6003	Peter et al. 2018	ERR1309195	185.1	Japan	Sake	Japan	Asia		2464.0	29. Sake	S3. Asian Fermentation	2	3798.0	0.00040538	Heterozygous	euploid
CMI	RIB6004	Peter et al. 2018	ERR1309081	168.26	Japan	Sake	Japan	Asia		2489.0	29. Sake	S3. Asian Fermentation	2	1734.0	0.00018508	Heterozygous	euploid
CMK	RIB6005	Peter et al. 2018	ERR1309057	188.3	Japan	Sake	Japan	Asia		2467.0	29. Sake	S3. Asian Fermentation	2	2854.0	0.00030462	Heterozygous	euploid
CML	RIB6006	Peter et al. 2018	ERR1309049	129.79	Japan	Sake	Japan	Asia		2453.0	29. Sake	S3. Asian Fermentation	2	461.0	4.92e-05	Homozygous	aneu;-1*1;
CMM	RIB6007	Peter et al. 2018	ERR1308706	122.39	Japan	Sake	Japan	Asia		2442.0	29. Sake	S3. Asian Fermentation	2	1678.0	0.0001791	Heterozygous	aneu;+1*3;
CMN	RIB0007	Peter et al. 2018	ERR1309179	144.98	Japan	Sake	Japan	Asia		2478.0	29. Sake	S3. Asian Fermentation	2	2578.0	0.00027516	Heterozygous	aneu;+1*1;
CMP	YPS615	Peter et al. 2018	ERR1309443	110.76	Pennsylvania_USA	Tree	USA	North America		2711.0	34. South American Wild	S4. Wild	2	92.0	9.820000000000001e-06	Homozygous	euploid
CMQ	YPS617	Peter et al. 2018	ERR1308776	159.58	Pennsylvania_USA	Tree	USA	North America		2708.0	34. South American Wild	S4. Wild	2	112.0	1.2e-05	Homozygous	euploid
CMS	YPS670	Peter et al. 2018	ERR1308999	210.88	Pennsylvania_USA	Tree	USA	North America		2839.0	36. North American Wild	S4. Wild	2	98.0	1.05e-05	Homozygous	euploid
CMT	SM.9.4.BR2	Peter et al. 2018	ERR1309134	114.58	Brazil	Bioethanol	Brazil	South America		1308.0	11. Brazilian Bioethanol		2	12738.0	0.00135959	Heterozygous	euploid
CNB	SM.8.2.C13	Peter et al. 2018	ERR1309287	311.11	Brazil	Bioethanol	Brazil	South America		1323.0	11. Brazilian Bioethanol		2	25212.0	0.00269101	Heterozygous	euploid
CNC	SM8.3.M5	Peter et al. 2018	ERR1309379	216.78	Brazil	Bioethanol	Brazil	South America		2091.0			2	28732.0	0.00306672	Heterozygous	euploid
CNE	SM.8.7.L8	Peter et al. 2018	ERR1309346	188.06	Brazil	Bioethanol	Brazil	South America		1325.0	11. Brazilian Bioethanol		2	24316.0	0.00259537	Heterozygous	euploid
CNF	SM.8.7.L9	Peter et al. 2018	ERR1308869	218.69	Brazil	Bioethanol	Brazil	South America		1321.0	11. Brazilian Bioethanol		2	24791.0	0.00264607	Heterozygous	euploid
CNG	SM.8.7.BR1	Peter et al. 2018	ERR1308859	212.02	Brazil	Bioethanol	Brazil	South America		1309.0	11. Brazilian Bioethanol		2	17705.0	0.00188975	Heterozygous	euploid
CNH	SM.8.8.BL1	Peter et al. 2018	ERR1308925	240.63	Brazil	Bioethanol	Brazil	South America		1317.0	11. Brazilian Bioethanol		2	18182.0	0.00194066	Heterozygous	euploid
CNI	SM.8.8.CVR1	Peter et al. 2018	ERR1308810	288.68	Brazil	Bioethanol	Brazil	South America		1316.0	11. Brazilian Bioethanol		2	17447.0	0.00186221	Heterozygous	euploid
CNK	SA.1.5.	Peter et al. 2018	ERR1309329	349.4	Brazil	Bioethanol	Brazil	South America		1310.0	11. Brazilian Bioethanol		2	12572.0	0.00134188	Heterozygous	euploid
CNL	SA.9.2.BL3	Peter et al. 2018	ERR1309339	319.58	Brazil	Bioethanol	Brazil	South America		1322.0	11. Brazilian Bioethanol		2	25137.0	0.002683	Heterozygous	aneu;+1*3;
CNM	SA.9.3.VR1	Peter et al. 2018	ERR1308862	202.13	Brazil	Bioethanol	Brazil	South America		1312.0	11. Brazilian Bioethanol		2	20480.0	0.00218594	Heterozygous	euploid
CNN	SA.9.4.VL4	Peter et al. 2018	ERR1309264	194.25	Brazil	Bioethanol	Brazil	South America		1319.0	11. Brazilian Bioethanol		2	23414.0	0.0024991	Heterozygous	euploid
CNP	SA.9.4.BR2	Peter et al. 2018	ERR1309465	164.17	Brazil	Bioethanol	Brazil	South America		1313.0	11. Brazilian Bioethanol		2	17169.0	0.00183254	Heterozygous	euploid
CNQ	SA.10.1.VL1	Peter et al. 2018	ERR1309357	239.31	Brazil	Bioethanol	Brazil	South America		1293.0	11. Brazilian Bioethanol		2	25895.0	0.00276391	Heterozygous	euploid
CNR	SA.10.1.VR4	Peter et al. 2018	ERR1309211	219.85	Brazil	Bioethanol	Brazil	South America		1314.0	11. Brazilian Bioethanol		2	19029.0	0.00203106	Heterozygous	euploid
CNS	RP11.4.1	Peter et al. 2018	ERR1309463	170.69	Brazil	Bioethanol	Brazil	South America		1328.0	11. Brazilian Bioethanol		2	18630.0	0.00198848	Heterozygous	euploid
CNT	RP11.4.11	Peter et al. 2018	ERR1309424	213.77	Brazil	Bioethanol	Brazil	South America		1329.0	11. Brazilian Bioethanol		2	18583.0	0.00198346	Heterozygous	euploid
CNV	RP11.4.14	Peter et al. 2018	ERR1309157	315.62	Brazil	Bioethanol	Brazil	South America		1307.0	11. Brazilian Bioethanol		2	12962.0	0.0013835	Heterozygous	aneu;+1*6;
CPA	906	Peter et al. 2018	ERR1309267	298.94	Mexico	Nature	Mexico	North America		2023.0	23. Mexican Agave		2	16066.0	0.00171481	Heterozygous	euploid
CPB	995	Peter et al. 2018	ERR1309128	158.85	Hungary	Beer	Hungary	Europe		1255.0		S1. Wine	2	11339.0	0.00121027	Heterozygous	aneu;+1*3;
CPC	997	Peter et al. 2018	ERR1309001	203.43	Hungary	Fruit	Hungary	Europe		2224.0			2	30193.0	0.00322266	Heterozygous	euploid
CPD	1175	Peter et al. 2018	ERR1308646	229.93		Beer				1347.0	12. Belgium Beer 1		2	5060.0	0.00054008	Heterozygous	aneu;+1*8;
CPE	1216	Peter et al. 2018	ERR1309107	243.67	El Sauzal_Tenerife_Spain		Spain	Europe		695.0		S1. Wine	2	16.0	1.71e-06	Homozygous	aneu;+1*1;
CPF	1235	Peter et al. 2018	ERR1308606	316.11	Guimar_Tenerife_Spain		Spain	Europe		685.0		S1. Wine	2	4087.0	0.00043623	Heterozygous	aneu;-1*14;
CPG	1560	Peter et al. 2018	ERR1309075	271.4	Aceituna_Spain	Nature	Spain	Europe		304.0	3. Alpechin		2	306.0	3.27e-05	Homozygous	euploid
CPI	LCBG-3D6	Peter et al. 2018	ERR1308853	252.05	Tamaulipas_Mexico	Distillery	Mexico	North America		1994.0	23. Mexican Agave		2	20001.0	0.00213481	Heterozygous	euploid
CPK	LCBG-Mosca3	Peter et al. 2018	ERR1308622	130.59	Tamaulipas_Mexico	Distillery	Mexico	North America		1997.0	23. Mexican Agave		2	16147.0	0.00172345	Heterozygous	euploid
CPL	LCBG-4Y3	Peter et al. 2018	ERR1309336	248.47	Tamaulipas_Mexico	Distillery	Mexico	North America		1998.0	23. Mexican Agave		2	16553.0	0.00176679	Heterozygous	euploid
CPM	LCBG-3D2	Peter et al. 2018	ERR1308995	233.55	Tamaulipas_Mexico	Distillery	Mexico	North America		1995.0	23. Mexican Agave		2	16542.0	0.00176561	Heterozygous	euploid
CPN	LCBG-3Y3	Peter et al. 2018	ERR1309068	183.06	Tamaulipas_Mexico	Distillery	Mexico	North America		2003.0	23. Mexican Agave		2	33220.0	0.00354574	Heterozygous	euploid
CPQ	LCBG-3D4	Peter et al. 2018	ERR1309045	195.03	Tamaulipas_Mexico	Distillery	Mexico	North America		1996.0	23. Mexican Agave		2	26539.0	0.00283265	Heterozygous	aneu;+1*11;
CPR	LCBG-3Y8	Peter et al. 2018	ERR1308806	210.86	Tamaulipas_Mexico	Distillery	Mexico	North America		2004.0	23. Mexican Agave		2	34105.0	0.0036402	Heterozygous	aneu;+1*12;
CPS	FTPW4	Peter et al. 2018	ERR1309470	218.71	Burkina Faso	Palm wine	Burkina Faso	Africa		2653.0	33. African Palm Wine		3	16462.0	0.00175707	Heterozygous	euploid
CPT	FTPW3	Peter et al. 2018	ERR1309202	206.63	Burkina Faso	Palm wine	Burkina Faso	Africa		2654.0	33. African Palm Wine		2	5098.0	0.00054414	Heterozygous	aneu;+1*9;
CQA	FTPW32	Peter et al. 2018	ERR1309255	246.37	Burkina Faso	Palm wine	Burkina Faso	Africa		2655.0	33. African Palm Wine		2	1633.0	0.0001743	Heterozygous	euploid
CQB	FTPW35	Peter et al. 2018	ERR1308963	264.32	Burkina Faso	Palm wine	Burkina Faso	Africa		2656.0	33. African Palm Wine		2	4744.0	0.00050635	Heterozygous	euploid
CQC	MTF2546	Peter et al. 2018	ERR1308982	259.4	West Africa	Fermentation	West Africa	West Africa		2150.0	26. West African Cocoa		2	9436.0	0.00100715	Heterozygous	euploid
CQD	MTF2547	Peter et al. 2018	ERR1308713	280.82	West Africa	Fermentation	West Africa	West Africa		2151.0	26. West African Cocoa		2	9434.0	0.00100694	Heterozygous	euploid
CQE	MTF2548	Peter et al. 2018	ERR1309181	214.84	West Africa	Fermentation	West Africa	West Africa		2164.0	26. West African Cocoa		2	15019.0	0.00160306	Heterozygous	euploid
CQF	MTF2549	Peter et al. 2018	ERR1309519	265.73	West Africa	Fermentation	West Africa	West Africa		2165.0	26. West African Cocoa		2	9629.0	0.00102775	Heterozygous	euploid
CQG	MTF2550	Peter et al. 2018	ERR1309372	230.73	West Africa	Fermentation	West Africa	West Africa		2154.0	26. West African Cocoa		2	10726.0	0.00114484	Heterozygous	euploid
CQH	MTF2551	Peter et al. 2018	ERR1308735	253.62	West Africa	Fermentation	West Africa	West Africa		2161.0	26. West African Cocoa		2	14995.0	0.00160049	Heterozygous	euploid
CQI	MTF2552	Peter et al. 2018	ERR1309004	268.15	West Africa	Fermentation	West Africa	West Africa		2153.0	26. West African Cocoa		2	13161.0	0.00140474	Heterozygous	euploid
CQK	MTF2553	Peter et al. 2018	ERR1308914	298.17	West Africa	Fermentation	West Africa	West Africa		2163.0	26. West African Cocoa		2	10212.0	0.00108998	Heterozygous	euploid
CQL	MTF2554	Peter et al. 2018	ERR1308840	215.49	West Africa	Fermentation	West Africa	West Africa		2162.0	26. West African Cocoa		2	16641.0	0.00177618	Heterozygous	euploid
CQM	MTF2555	Peter et al. 2018	ERR1308831	271.93	West Africa	Fermentation	West Africa	West Africa		2167.0	26. West African Cocoa		2	16996.0	0.00181407	Heterozygous	euploid
CQN	MTF2556	Peter et al. 2018	ERR1309298	221.78	West Africa	Fermentation	West Africa	West Africa		2168.0	26. West African Cocoa		2	12163.0	0.00129822	Heterozygous	euploid
CQP	MTF2557	Peter et al. 2018	ERR1309388	286.21	West Africa	Fermentation	West Africa	West Africa		2160.0	26. West African Cocoa		2	9027.0	0.0009635	Heterozygous	euploid
CQQ	RIB1006	Peter et al. 2018	ERR1309278	233.87	Japan	Sake	Japan	Asia		2445.0	29. Sake	S3. Asian Fermentation	2	1170.0	0.00012488	Heterozygous	aneu;+1*3;
CQR	RIB1007	Peter et al. 2018	ERR1308885	236.91	Japan	Sake	Japan	Asia		2443.0	29. Sake	S3. Asian Fermentation	2	1294.0	0.00013812	Heterozygous	aneu;+1*3;
CQS	CEY647	Peter et al. 2018	ERR1309018	242.52	French Guiana	Nature	French Guiana	South America		1953.0	22. French Guiana Human		2	220.0	2.35e-05	Homozygous	euploid
CQT	L-982	Peter et al. 2018	ERR1308744	291.58	Argentina	Wine	Argentina	South America		1165.0	8. AU Wine 4	S1. Wine	2	10.0	1.07e-06	Homozygous	euploid
CQV	CD7-9Sv2	Peter et al. 2018	ERR1309418	203.6	Italy	Wine	Italy	Europe		522.0	6. West Europe Wine	S1. Wine	2	14.0	1.49e-06	Homozygous	euploid
CRA	RB3-7Sc2	Peter et al. 2018	ERR1308711	195.27	Italy	Wine	Italy	Europe		549.0	6. West Europe Wine	S1. Wine	2	3407.0	0.00036365	Heterozygous	aneu;-1*1;
CRB	SC2-37	Peter et al. 2018	ERR1309228	181.87	Italy	Wine	Italy	Europe		545.0	6. West Europe Wine	S1. Wine	2	179.0	1.91e-05	Homozygous	euploid
CRC	Ba-215	Peter et al. 2018	ERR1308944	217.66	Italy	Wine	Italy	Europe		761.0	7. AU Wine 3	S1. Wine	2	8.0	8.54e-07	Homozygous	euploid
CRD	FIMA_3	Peter et al. 2018	ERR1308959	136.54	Italy	Wine	Italy	Europe		521.0	6. West Europe Wine	S1. Wine	2	8.0	8.54e-07	Homozygous	euploid
CRE	CLQCA_17-111	Peter et al. 2018	ERR1308782	221.0	Ecuador	Insect	Ecuador	South America		2338.0	28. Baiju	S3. Asian Fermentation	3	40192.0	0.0042899	Heterozygous	euploid
CRG	L-846	Peter et al. 2018	ERR1309473	213.37	Chile	Wine	Chile	South America		893.0	8. AU Wine 4	S1. Wine	2	3825.0	0.00040826	Heterozygous	euploid
CRH	L-319	Peter et al. 2018	ERR1309354	228.19	Chile	Wine	Chile	South America		459.0	6. West Europe Wine	S1. Wine	2	3126.0	0.00033365	Heterozygous	euploid
CRI	AGME_5I	Peter et al. 2018	ERR1308881	293.3	Italy	Wine	Italy	Europe		998.0	8. AU Wine 4	S1. Wine	2	2.0	2.13e-07	Homozygous	aneu;+1*15;+1*4;+1*8;
CRK	E1-6	Peter et al. 2018	ERR1308837	241.16	Italy	Wine	Italy	Europe		524.0	6. West Europe Wine	S1. Wine	2	12.0	1.28e-06	Homozygous	euploid
CRL	C-6	Peter et al. 2018	ERR1308952	63.67	Georgia	Wine	Georgia	Asia		787.0	7. AU Wine 3	S1. Wine	2	51.0	5.44e-06	Homozygous	euploid
CRV	FY5	Peter et al. 2018	ERR1527928	315.83		Lab strain				2072.0	24. Lab Strains		?	1.0	1.07e-07	Homozygous	euploid
SACE_GAL	SK1	Peter et al. 2018	SRR650008	23.5	USA	Lab strain	USA	North America		2652.0	33. African Palm Wine		2	254.0	2.71e-05	Homozygous	euploid
SACE_GAS	UWOPS83-787_3	Peter et al. 2018		458.25	Bahamas	Nature	Bahamas	North America		2825.0	36. North American Wild	S4. Wild	2	109.0	1.16e-05	Homozygous	euploid
SACE_GAT	UWOPS87-2421	Peter et al. 2018		31.98	Hawaii	Nature	Hawaii	Hawaii		2686.0	34. South American Wild	S4. Wild	2	85.0	9.07e-06	Homozygous	euploid
SACE_MAA	273614N	Peter et al. 2018	SRR649842	49.1	Newcastle_UK	Human_clinical	United Kingdom	Europe		1620.0			2	518.0	5.53e-05	Heterozygous	euploid
SACE_MAB	378604X	Peter et al. 2018	SRR649905	45.78	Newcastle_UK	Human_clinical	United Kingdom	Europe		2170.0			2	593.0	6.33e-05	Heterozygous	aneu;+1*1;+1*3;+1*6;
SACE_MAL	UWOPS05_227_2	Peter et al. 2018	SRR650010	60.61	Telok Senangin_Malaysia	Insect	Malaysia	Asia		2720.0		S4. Wild	2	558.0	5.96e-05	Heterozygous	euploid
SACE_YAA	YJM189	Peter et al. 2018	SRR800764	167.41		Distillery				453.0	6. West Europe Wine	S1. Wine	2	17.0	1.81e-06	Homozygous	euploid
SACE_YAB	YJM193	Peter et al. 2018	SRR800765	42.13		Distillery				1373.0	12. Belgium Beer 1		2	172.0	1.84e-05	Homozygous	euploid
SACE_YAC	YJM195	Peter et al. 2018	SRR800766	67.91	Nigeria	Palm wine	Nigeria	Africa		2674.0	33. African Palm Wine		2	175.0	1.87e-05	Homozygous	euploid
SACE_YAD	YJM244	Peter et al. 2018	SRR800767	90.94	Romania	Human_clinical	Romania	Europe		99.0	1. AU Wine 1	S1. Wine	2	40.0	4.27e-06	Homozygous	euploid
SACE_YAE	YJM248	Peter et al. 2018	SRR800768	59.45		Human				301.0	3. Alpechin		2	2756.0	0.00029416	Heterozygous	euploid
SACE_YAF	YJM270	Peter et al. 2018	SRR800769	83.92	Slovenia	Wine	Slovenia	Europe		439.0	5. Georgian Wine	S1. Wine	2	8.0	8.54e-07	Homozygous	euploid
SACE_YAG	YJM271	Peter et al. 2018	SRR800770	51.69		Beer				1379.0	12. Belgium Beer 1		2	88.0	9.39e-06	Homozygous	euploid
SACE_YAK	YJM450	Peter et al. 2018	SRR800774	152.68	California_USA	Human_clinical	USA	North America		2112.0			2	62.0	6.62e-06	Homozygous	euploid
SACE_YAL	YJM451	Peter et al. 2018	SRR800775	50.78		Human_clinical				2296.0			2	128.0	1.37e-05	Homozygous	euploid
SACE_YAM	YJM453	Peter et al. 2018	SRR800776	81.72		Human_clinical				126.0	1. AU Wine 1	S1. Wine	2	386.0	4.12e-05	Homozygous	euploid
SACE_YAN	YJM456	Peter et al. 2018	SRR800777	108.02	California_USA	Human_clinical	USA	North America		2212.0			2	10802.0	0.00115295	Heterozygous	euploid
SACE_YAP	YJM541	Peter et al. 2018	SRR800779	73.19	California_USA	Human_clinical	USA	North America		2137.0	25. US Clinical 1		2	205.0	2.19e-05	Homozygous	aneu;+2*9;
SACE_YAQ	YJM554	Peter et al. 2018	SRR800780	69.33	California_USA	Human_clinical	USA	North America		2138.0	25. US Clinical 1		2	116.0	1.24e-05	Homozygous	euploid
SACE_YAR	YJM555	Peter et al. 2018	SRR800781	130.9	California_USA	Human_clinical	USA	North America		2134.0	25. US Clinical 1		2	3036.0	0.00032405	Heterozygous	euploid
SACE_YAT	YJM681	Peter et al. 2018	SRR800783	44.13	California_USA	Human_clinical	USA	North America		2097.0			2	56.0	5.98e-06	Homozygous	aneu;+1*1;+1*6;
SACE_YAU	YJM682	Peter et al. 2018	SRR800784	66.87	Texas_USA	Human_clinical	USA	North America		2129.0	25. US Clinical 1		2	1055.0	0.00011261	Heterozygous	aneu;+1*1;+1*6;
SACE_YAV	YJM683	Peter et al. 2018	SRR800785	106.03	Texas_USA	Human_clinical	USA	North America		2133.0	25. US Clinical 1		2	193.0	2.06e-05	Homozygous	euploid
SACE_YAW	YJM689	Peter et al. 2018	SRR800786	35.77	Texas_USA	Human_clinical	USA	North America		2215.0			2	1006.0	0.00010738	Heterozygous	euploid
SACE_YAX	YJM693	Peter et al. 2018	SRR800787	40.39	Texas_USA	Human_clinical	USA	North America		2045.0			2	111.0	1.18e-05	Homozygous	aneu;+1*1;
SACE_YAY	YJM969	Peter et al. 2018	SRR800788	25.22	Italy	Human_clinical	Italy	Europe		613.0	7. AU Wine 3	S1. Wine	2	397.0	4.24e-05	Homozygous	euploid
SACE_YAZ	YJM972	Peter et al. 2018	SRR800789	70.67	Italy	Human_clinical	Italy	Europe		624.0	7. AU Wine 3	S1. Wine	2	19.0	2.03e-06	Homozygous	euploid
SACE_YBA	YJM975	Peter et al. 2018	SRR800790	35.87	Italy	Human_clinical	Italy	Europe		619.0	7. AU Wine 3	S1. Wine	2	103.0	1.1e-05	Homozygous	euploid
SACE_YBB	YJM978	Peter et al. 2018	SRR800791	63.73	Italy	Human_clinical	Italy	Europe		623.0	7. AU Wine 3	S1. Wine	2	1.0	1.07e-07	Homozygous	euploid
SACE_YBE	YJM987	Peter et al. 2018	SRR800794	113.65	Italy	Human_clinical	Italy	Europe		626.0	7. AU Wine 3	S1. Wine	2	1115.0	0.00011901	Heterozygous	euploid
SACE_YBF	YJM980	Peter et al. 2018		41.03	Italy	Human_clinical	Italy	Europe		629.0	7. AU Wine 3	S1. Wine	2	7.0	7.47e-07	Homozygous	euploid
SACE_YBG	YJM993	Peter et al. 2018	SRR800796	121.87	Italy	Human_clinical	Italy	Europe		621.0	7. AU Wine 3	S1. Wine	2	1.0	1.07e-07	Homozygous	euploid
SACE_YBH	YJM996	Peter et al. 2018	SRR800797	23.65	Italy	Human_clinical	Italy	Europe		617.0	7. AU Wine 3	S1. Wine	2	225.0	2.4e-05	Homozygous	euploid
SACE_YBJ	YJM1190	Peter et al. 2018	SRR800799	30.63	Michigan_USA	Human_clinical	USA	North America		2103.0	25. US Clinical 1		2	14634.0	0.00156196	Heterozygous	euploid
SACE_YBK	YJM1199	Peter et al. 2018	SRR800800	41.75	Michigan_USA	Human_clinical	USA	North America		2108.0			2	177.0	1.89e-05	Homozygous	euploid
SACE_YBL	YJM1202	Peter et al. 2018	SRR800801	454.68	Michigan_USA	Human_clinical	USA	North America		2106.0	25. US Clinical 1		2	87.0	9.29e-06	Homozygous	euploid
SACE_YBM	YJM1208	Peter et al. 2018	SRR800802	142.01	Michigan_USA	Human_clinical	USA	North America		2631.0	32. US Clinical 3		2	154.0	1.64e-05	Homozygous	aneu;+1*1;
SACE_YBN	YJM1242	Peter et al. 2018	SRR800803	216.85	Illinois_USA	Fruit	USA	North America		118.0	1. AU Wine 1	S1. Wine	2	585.0	6.24e-05	Heterozygous	aneu;+1*1;+1*6;
SACE_YBO	YJM1244	Peter et al. 2018	SRR800804	58.33	Indonesia	Fruit	Indonesia	Asia		454.0	6. West Europe Wine	S1. Wine	2	4.0	4.27e-07	Homozygous	euploid
SACE_YBP	YJM1248	Peter et al. 2018	SRR800805	52.89	West Africa	Wine	West Africa	West Africa		2671.0	33. African Palm Wine		2	88.0	9.39e-06	Homozygous	aneu;+1*1;
SACE_YBQ	YJM1250	Peter et al. 2018	SRR800806	50.69		Nature				1290.0			2	112.0	1.2e-05	Homozygous	aneu;+1*1;
SACE_YBR	YJM1252	Peter et al. 2018	SRR800807	423.57	Spain	Industrial	Spain	Europe		314.0	3. Alpechin		2	3024.0	0.00032277	Heterozygous	euploid
SACE_YBS	YJM1273	Peter et al. 2018	SRR800808	309.08	Pennsylvania_USA	Tree	USA	North America		3029.0	39. Asian Oak	S4. Wild	2	73.0	7.79e-06	Homozygous	euploid
SACE_YBT	YJM1304	Peter et al. 2018	SRR800809	525.75	Texas_USA	Human_clinical	USA	North America		2100.0	25. US Clinical 1		2	120.0	1.28e-05	Homozygous	euploid
SACE_YBU	YJM1307	Peter et al. 2018	SRR800810	418.88	Washington DC_USA	Human_clinical	USA	North America		2301.0			2	109.0	1.16e-05	Homozygous	euploid
SACE_YBV	YJM1311	Peter et al. 2018	SRR800811	282.21	Michigan_USA	Human_clinical	USA	North America		2081.0			2	148.0	1.58e-05	Homozygous	euploid
SACE_YBW	YJM1326	Peter et al. 2018	SRR800812	567.11	Minnesota_USA	Human_clinical	USA	North America		1630.0			2	81.0	8.65e-06	Homozygous	euploid
SACE_YBX	YJM1332	Peter et al. 2018	SRR800813	297.88	Italy	Wine	Italy	Europe		255.0	2. AU Wine 2	S1. Wine	2	17.0	1.81e-06	Homozygous	euploid
